text,is_hate_1,is_toxic_1,is_offensive_1,is_hate_2,is_toxic_2,is_offensive_2,is_hate_3,is_toxic_3,is_offensive_3,is_hate_4,is_toxic_4,is_offensive_4,is_hate_5,is_toxic_5,is_offensive_5,is_hate_6,is_toxic_6,is_offensive_6
"Kahle-ke. That doesn't mean we prefer or will vote EFF. We still #PutSouthAfricansFirst We've learned that 
#ItwasneverZuma and we know that 
#effisantiblacksouthafricans <URL>",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
"I’m still not over how many South African students have had to turn to social media to erase historical debt?! If that isn’t an indication of how anti-poor/black higher education is, then you need to wake up! #CancelStudentDebt #WitsProtests #FeesMustFall",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
How long do you think the ceasefire between Israel and Hamas will last?,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
"@user talking to a racist Indian.

He is worried more about the fact that eff is marching than the #PhoenixMassacre. Sies🤢🚮

#EFFinPhoenix",0,0,0,0,0,0,0,0,0,,,,,,,0,0,1
@user @user Not at all u just tell lies to yourself 🤣🤣🤣❤️,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
"Brackenfell: EFF eis verslag
<URL>",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
"@user @user @user That movement is hijacked by people who want to spread hate amongst Africans. Malema never bashed pure intentions of the movement, he bashed the hate amongst Africans that is being spread using the movement. All of us want SA to be put first but we must do things the right way",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
"Line yase Capitec ing'Khumbuza ngo 1994 siyo Votela iy'gebengu🤦‍♂️😭😭
#FeesMustFall #BladeNzimande #JuliusMalema #RIPmthokozisintumba # <URL>",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
You do not know what you are saying how do you open borders and expect people to come into the country legally wake up you are fast asleep I bet you are a foreigner else simply naive don’t you see what is happening in the country #operationdudula #PutSouthAficansFirst #dudula2021 <URL>,0,0,0,0,0,0,0,0,1,,,,,,,0,0,1
"Launch of the EFF in Marikana, Koppie #EFFTurns7 13/10/2013 <URL>",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
It's clear ALL the EFF &amp; their supporters running scared with the devil of one Brackenfell resident...,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
@user I didn't know that you have a sense of humor 😂😂😂🤦🏿‍♂️,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
@user @user @user @user It an a never ending debt?,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
"#SiyaKolisi won the #LaureusSportingMoment for July following his historic leadership of the #Springboks against #England. 

#Rugby #seanknows <URL>",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
"@user @user @user Woke?! Is this one of your Helen Zille terms she's taught you?! I'm White like you but I can see the destruction immigration has brought to fellow South Africans, as well as us. I stand with them against globalists like you, trying to impoverish local communities by immigration",0,0,0,0,0,0,0,0,1,,,,,,,0,0,1
#WeSeeYou #VoetsekANC @user #VoetsekEFF @user #VoteThemAllOut cause they haven't responded to #PutSouthAfricansFirst by at least #CloseBeitbridgeBorder they opress still the people of #Xolobeni #ANC109 yama💩 #ANCMustFall <URL>,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
"Nanamanje angikakakholwa ngalabantu basePalestine who sent a video message to Indians in Phoenix bebaseka during the Phoenix Massacre.Into ebuhlungu ukuthi so many black people supported that ""Free Palestine""Movement💔😔 <URL>",0,0,0,0,1,0,0,0,0,,,,,,,0,0,0
"They are black people defending this racist Indians...... . So sad 
#PhoenixMassacre",0,0,0,0,1,0,0,0,0,,,,,,,0,0,0
@user ANN7 was not black owned,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
"@user @user You should be sickened by your Seditious and traitors act that you don't obey our constitution, you employ illegal immigrants and are making a fortune out of their misfortune",0,0,0,0,0,0,0,0,1,,,,,,,0,0,1
"2. Slay queens, homewreckers &amp; side chick wanna be's; I'm advising you oh!... focus on his talent as a rugby player &amp; as a captain...that's all you should comment on... you'll get clapped. Wifey don't mess #SiyaKolisi #RachelKolisi <URL>",0,0,0,0,0,1,0,0,0,,,,,,,0,0,0
"@user If every white property owner shows remorse &amp; apologize - what will change ?  We need to stop this emotional blackmail of each other, it keeps us back 
No amount of remorse will put food on the table or grow an economy WE are the creators of our destinies no one else",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
"@user Devil is a liar my Leader, and I blessed you in Jesus name, #EFFInBrackenfell and we are not shaken by Devil",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
"@user @user @user @user It's not fear of blacks, it's missing apartheid, since black SAns proved too rebellious to oblige they want foreigners since they're too willing to...we didn't reconcile with them to serve Africa, if they're no longer eager, we can go back to what we avoided in 94. Disgusting!😳",0,0,0,0,0,1,0,0,0,,,,,,,0,1,0
#ILeftEFF because Malema is a know it all cic and still has no problem in selling an innocent SA child to foreigners and turn future leaders into prostitutes just to protect his bruised ego and image to his blind followers. #PutSouthAfricansFirst saw through him that he's FRAUD.,0,0,0,0,0,1,0,0,0,,,,,,,0,1,0
"@user @user Zimbabweans have a country of their own to go back to, we don't. There's no war in Zimbabwe, it must welcome back it's citizens.",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
@user @user What was she going to do? There are no foreigners to go after in Zim,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
@user @user @user Everything in this country is about skin color &amp; it’s gonna be like this for many years until there is political will to clean up all the mess. #ApartheidFlag,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
"Western Cape Premier Alan Winde and Education MEC Debbie Schäfer visited #Brackenfell High School this morning, after the violent clash that occurred between residents and the EFF on Monday.

<URL> #Brackenfellhighschool",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
"When you agree with open borders..we ARE!
#PUTSOUTHAFRICANSFIRST <URL>",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
We are just fetching our beret! #EFFInBrackenfell <URL>,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
@user @user @user I've concluded that you're not smart.,0,1,0,0,0,0,0,0,0,,,,,,,0,0,1
@user Foreigners must voetsek we are not backing down,0,0,0,0,0,1,0,0,1,,,,,,,0,1,1
"They did it in Marikana, they are doing it with Students. President Ramaphosa is no where to provide leadership!!!
#SizofundaNgenkani2021 #Witsasinamali
#FeesMustFall <URL>",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
@user Care to explain why Zimbabweañ economy collapse after their land expropriation 🤔,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
@user Illegal Foreigners is NOT the same as legal foreigners - if they illegal they must leave,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
"If they were excited about getting their dignity &amp; freedom back as they are excited about Njuzu today;
They would be driving on good roads, going to hospitals with medication, drinking clean running water, having jobs, their kids going to food schools!

Reflect on your priorities <URL>",0,0,0,0,0,0,0,0,0,,,,,,,0,1,1
"He said results for DNA samples extracted from a knife, the rope used to strangle Horner and clothes found at the scene could take up to 40 days to finalise.
@user
<URL>",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
Yazi besingamnakile #SiyaKolisi but manje akuve sesizomnaka bakithi simunakisise,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
"You catch your girl cheating and the crazy nigga thoroughly beats you up infront of her 

Amerix Adlife plaza Willy paul #FeesMustFall",0,0,1,0,0,1,0,0,0,,,,,,,0,1,1
@user EF? Rather Israel,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
@user Imagine international media RSA president Ramaphosa praises below poverty social grand $20 (R350) he offered.,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
@user @user DON'T BE STUPID SHAKA,0,0,0,0,0,0,0,0,0,,,,,,,0,0,1
"The rest of Africa to the South African border right now.
😂😂😂
#PutSouthAfricaFirst <URL>",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
"@user #PutSouthAfricansFirst is bigger than you think, cause its South Africans who are worried about the future of their kids, as you and your friends are getting funding from drug dealers hiding under black brother nonsense, sorry mr wr growing by day and you can go sing somwer",0,0,0,0,0,0,0,0,0,,,,,,,0,1,1
@user @user @user They go for the soft targets. As always.,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
@user @user @user @user ActionSA sleeping with the second biggest enemy of South Africa. Colours run.,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
@user @user @user Well said Queen.,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
"Dear Clever Blacks

Decades ago you told us that African refugees are here to create jobs, we told you that you are lying

5 years ago you lied, telling us that they have scarce skills and very educated

Now you say SAns are lazy and you are still lying.

#PutSouthAfricansFirst",0,1,0,0,1,0,0,1,1,,,,,,,0,0,1
"The High Court in Bloemfontein has dismissed the application for leave to appeal the decision not to grant one of the accused in the murder of farm manager Brendin Horner bail.

<URL>",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
"#Clicks these #PutSouthAfricansFirst  bunch are just confused, they must be from ANC and DA. <URL>",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
"@user @user But when jobless South Africans call for employers to consider them before hiring foreign nationals, they are labeled as xenophobic #PutSouthAfricansFirst sthule nje siyabuka <URL>",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
"@user no we can not allow this, another #FeesMustFall movement hijacked by EFF to cause anarchy into the country. We can not allow such they made it their choice to study in SA, stop overburdening our education system. <URL>",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
"It’s the last day of oversight. It’s also the International Day of Quds (Jerusalem), the Eternal Capital of Palestine. This day is observed by all those who believe in Justice for Palestinians #InternationalQudsDay2021 <URL>",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
@user @user Hero of our time <URL>,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
"This guy is a closet EFF member. #JuliusMalema #Senekal 
<URL>",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
"The movement #PutSouthAfricansFirst it's not about xenophobia or hate towards anybody from outside South Africa but to help these people realise they need to go back home and rebuild their countries,we also needs to fix our internal matters n can't do that with outsiders",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
"@user @user Siyanyelwa manje,we must start boycotting all of these companies who prefer foreigners than us,those foreigners will support them.",0,0,0,0,0,0,0,0,0,,,,,,,0,1,0
"JUST IN: #SiyaKolisi will captain the Springboks in the series against England next month, while Pieter-Steph du Toit will lead the side against Wales in Washington. Both men will captain the Springboks for the first time. #Springboks",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
"@user @user They first have to understand what racism is and many don't.  Those who do, call it out from safe spaces and academically so. 

We saw their reaction when EFF went to fight racism in #Brackenfell... they instead stood against EFF. They are deeply broken to their core.",0,0,0,0,0,0,0,0,0,,,,,,,0,0,1
"Residents of the Afrikaner stronghold, Orania in the Northern Cape say they are struggling during the lockdown <URL> #SABCNews",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
"@user @user How so because the Building I guard at is a Private property, is not Municipal building or State owned company?",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
"@user That set momentum! Later that year,  we would be deep within #FeesMustFall.",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
It is an insult to use #PutSouthAfricansFirst and yet you speak of documenting foreigners. This is about MASS DEPORTATION and it is simple as that!,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
"@user Yes same as #Marikana &amp; #FeesMustFall, unpatriotism of @user @user with consistant failure of effective prevention, arrest and prosecution of @user illegal foreigners for 28 years. Easier to intimidate native South Africans than arrest illegal foreigners🗑🚮",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
@user @user It's always these White Saviours who think they're such goodie two shoes when they're actually causing havoc to local communities by employing illegals.,0,0,0,0,0,0,0,0,1,,,,,,,0,0,1
Jimmy or Mzwandile whatever his name is not one of us 🙄 #PutSouthAfricansFirst,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
"#RSAvsENG 

It is done #SiyaKolisi has lead us to VICTORY 

A New Era is here #SSRugby 

Rugby is reborned. 

A Nation is getting rebuild #SiyaKolisiDay",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
"@user Question of visas or E visas, no they did not need that becoz they come in and out we have no borders. Foreigners come in as if they just drop out from the trains. We dont have borders. Now you want sell dagga at the expense of thePondo dagga Farmers, tjoo kunzima eMzantsi.",0,1,0,0,0,0,0,0,0,,,,,,,0,1,0
"@user @user White people mara? 🤔 🤔.....

What did you do personally about mass killing, rape, theft, segregation, Cheap labor etc of our people during the regime?  We're in this mess because of people like you.

1 step at a time. Our brothers are being killed by illegal immigrants Paul.",0,0,0,0,0,1,0,0,0,,,,,,,0,1,1
Eastern Cape did it again_x1f62d__x1f525__x1f1ff__x1f1e6__x1f3c6__x1f3c9_ indeed it is a home of legends . I’m proud #Mapimpi #SiyaKolisi  #RWCFinal,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
"@user @user @user Next 100x Gem 💎💍🔥
#spywolf
@user 
#Crypto
#BSCGem
#altcoins
#100XGEMS <URL> <URL>",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
@user Poor Ndlozi now has to delete all those tweets criticising #PutSouthAfricansFirst,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
In our land it’s a free for all. Reactionary type of governance not proactive at all. <URL>,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
"Reading on mob attacks in S.A from 2008 up until 2019. Almost every year there's attacks, looting &amp; killing mostly on foreigners. 2021 unrest should  come as no surprise just much larger scale. 
S.A'ns have violent tendencies.
We need to learn to behave better.  
#PhoenixMassacre <URL>",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
@user These flags are not national flags and they never were. So please stop tweeting senseless stuff. At least try to make sense . We are talking abt an evil satanic symbol #Apartheidflag <URL>,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
"When Solly of DA was auditioning to become a Stripper, David Makhura of the ANC was leading students in South Africa calling for the transformation of the education system. Who can you trust?A porn hub-ster or a seasoned liberator? 🖤💚💛 #TheBigDebate <URL>",0,0,0,0,0,1,0,0,0,,,,,,,0,0,1
"EFF leader Julius Malema said the EFF came to Senekal on Friday ""to stand toe-to-toe with racist and white terrorists who think they can use a small town to show a middle finger to the whole country"". <URL>",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
@user Halala mabudede ubumnyama kuvele ukukhanya #PutSouthAfricansFirst,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
How are we going to measure the success of the lockdown &amp; fight against covid_19? Victory is based on how many deaths &amp; infections? 1%? You can't manage what you can't measure. #SomhaleUnion #PutSouthAfricansFirst #chickenlicken #KeaDrive #IFB #Day31oflockdown,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
"If the 1world countries are crying what was SA that is in debt

@user @user 
#PutSouthAfricansFirst <URL>",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
Lol am I the only one who doesn't watch uyajola 99?...am outchea watching big brother naija.,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
"Abafana Bes’thende part ways with head coach

Lamontville Golden Arrows F. C. announces that the club along with Coach Mandla Ncikazi have reached an agreement to amicably part ways.

Full story <URL> <URL>",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
"@user yo there’s is a difference in someone “loosing their lives” and someone being “killed”
So all those Palestine just happened to loose their lives. While Israelis were killed. ????

How about UNBIASED NEWS ??

#PalestineUnderAttack #SaveGazaFromZionists #shameonisrael",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
"@user South African youth is too soft, we suppose to fight Malema and Anc, like umkhonto wesizwe fought apartheid ✊🏾. We going to loose this country to foreigners #putSouthafricansfirst 🇿🇦",0,0,0,0,0,0,0,1,0,,,,,,,0,1,0
🇿🇦IS A COUNTRY IN AFRICA CONTINENT👉🏻FOREIGNERS ARE NOT &amp; WILL NEVER BE CHARITY CASES of🇿🇦👉🏻🇿🇦WILL NEVER BE EQUAL to FOREIGNERS👉🏻PUT SECOND👉🏻SUFFER👉🏻IN THEIR MOTHERLAND #PutSouthAfricaFirst #PutSouthAficansFirst #WeWantOurCountryBack #NoToSellOuts #100%🇿🇦Employment 👉🏻NO FRAUD <URL>,0,0,0,0,0,1,0,0,1,,,,,,,0,1,1
#SiyaKolisi-the way we screamed for our Siya out of excitement _x1f631__x1f631_the guy was so irritated _x1f611__x1f611_ <URL>,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
@user @user @user Our country our rules...you voetsek <URL>,0,0,0,0,0,1,0,0,1,,,,,,,0,0,1
Yeeeeeeeeeees champions _x1f3c6_ #RWCFinal #OneNationOneBeer #Springboks #SiyaKolisi <URL>,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
"Nosiviwe Mapisa-Nqakula (Speaker):
I must take responsibility for Parliament burning?

Marvin Charles (News24):
It's treason

Nosiviwe Mapisa-Nqakula:
Me?

Marvin Charles:
Yes

Nosiviwe Mapisa-Nqakula:
I'll be charged with treason? I
won't take responsibility. I'm here 3 months. <URL>",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
Gosh faf!_x1f621_ has there ever been a worse scrum half #RWCFinal #ENGvRSA #Springboks #SiyaKolisi,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
@user No I'm talking about the white ANC and EFF members who were protesting today in Senekal.,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
@user ANC fucking old geysers make sure that all South Africans are dependent on social grant this is so absurd. Give SAns 🇿🇦 jobs and deport all fucken useless aliens back to their countries.,0,1,1,0,1,1,0,1,1,,,,,,,0,1,1
many SAns hardly leave SA coz of their poor statuses? @user #PutSouthAfricansFirstNow #PutSouthAfricansFirst #VoetsekEFF,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
"@user @user @user @user @user Wena Dear wamasimba, musa ukuzenza ummeli ongasile la. Cyril Ramaphosa encoraged minorities to brutalise black people. They further ignored voices of black people about Phoenix Massacre when it started. He killed black people once again. Unrest your case vele🚮",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
@user @user @user are you insinuating that @user is a thief? I don't get you?,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
He previously defended Pravin..now he says Pravin is worst thief🤦🏾‍♂️..go fetch ur brains minions. #PutSouthAfricansFirst,0,0,0,0,0,1,0,0,0,,,,,,,0,0,1
"@user @user @user @user @user @user @user Deal with CIA on your own as country because nathi we facing the very same thing in the form of anc being infiltrated hence poverty is on the rise..we not going anywhere but to cleanse askaris from the anc, if that's possible .",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
@user The problem is not the problem but your failure to understand the problem #PutSouthAfricansFirst  is a shallow campaign,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
"Ur government RN is BEGGING the racist white farmers you fought &amp; deported under Mugabe,don't LECTURE us,we dealing with our problems in the order we see FIT,deal with Mnangagwa,he's a DANGER to you than SAns asking for employment in their country of birth #PutSouthAfricansFirst <URL>",0,0,0,0,0,1,0,0,0,,,,,,,0,0,0
Well done my captain #SiyaKolisi; This is the team that shall win us wordcup next year  #WellDoneBoks #NZLvRSA <URL>,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
When the lockdown is lifted Labor Unions will play politics making it very difficult for employors to operate instead of meeting each others halfway in order to save the jobs that we still have. It would be better if they play politics with an intention to #PutSouthAfricansFirst,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
Eid Mubarak! May Allah’s infinite blessings and bounty shine down upon us. May He liberate our brothers and sisters in Palestine - our duas and hearts are with you _x1f1f5__x1f1f8_,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
"@user Service delivery that was exclusive for whites? 

You're a closet racist trying to mask your defence of #Apartheid. 

#ApartheidFlag",0,0,0,0,0,0,0,0,0,,,,,,,0,0,1
"@user @user @user Exactly, people are getting themselves worked up for nothing. There are 400 murders every week in South Africa, mostly black on black🤷🏿‍♂️ why all this fake outrage over 20 people killed in Phoenix? People should rather apply the same energy to fix the murder problem in South Africa",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
"I'm 100% BLACK Owned
CAR ACCESSORIES Company 
🔴
0761530871

SELF Made Car Technician 

<URL>
#DJSBU #BuySouthAfrican #PutSouthAfricansFirst
#StateCaptureInquiry
#VoetsekANCVoetsek",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
"Police move to quell anger over Senekal farmer’s murder, but political interests threaten to add fuel to the fire <URL> # I think its best these two groups do not come together on the 16th October.. But Eff is welcome lol..",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
"@user @user They said Zuma was a bad leader but we all saw what his government had done for the people not this country.

Under Mr Clean, the real State Capture continued &amp; thrived. The man had dreams even when he had the power to make things happen. He is yet to lead us....",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
"Vuyo:
You reject or condone the Phoenix poster?

Helen Zille (DA):
I reject ANC bringing down local authorities &amp; media focuses on bringing down a poster

I support John Steenhuisen, if anyone thinks DA will stop speaking for targetted minorities by a failing Govt, they're wrong. <URL>",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
@user @user @user @user I doubt you exceeded grade 6. Why should I engage with such shallow level of intellect . Askies mfetho check next door . 😂🤣,0,0,0,0,0,0,0,0,0,,,,,,,0,0,1
SPEAKING UP AGAINST APARTHEID-ISRAEL IS NOT ANTI-SEMITISM.,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
"@user @user @user @user @user Please add @user n AKA they also doesn't hide their feelings about #PutSouthAfricansFirst

#WeStandWithSATruckDrivers",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
"South Africans, are we capable of this or we're just passive citizens? <URL>",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
"#Palestine imposes a new Rule of Engagement on #Israel: Ziad al-Nakhala, leader of the Palestinian Islamic Jihad mvmnt said ""Any assassination of our commanders or leaders, we shall bomb Tel Aviv immediately."" He thanked #Yemen for its support, the 1st Palestinian leader to do so <URL>",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
@user If it’s an opinion piece why you using the departmental letter head?,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
@user Can the anti property hijack unit go house to house in rossetenville? Nigerians have taken over almost all properties by force,0,0,0,0,1,1,0,1,0,,,,,,,0,1,0
@user Malema is a confused soul. #PutSouthAfricansFirst #VoetsekEFF,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
"The Rothschild's are finalizing the privatisation of Eskom but natives have been busy on a Space discussiong xenophobia and border management.  I do not understand why Energy Security is not a major concern for natives,or they don't understand the  implications of privatization?",0,0,0,0,0,1,0,0,1,,,,,,,0,0,1
We are celebrating this team for doing us proud we honestly do not need a permission from anyone ... _x1f1ff__x1f1e6_! Well done once again to #SiyaKolisi and the team this win will go a long way! We need more representation of our people this  game of rugby and change is coming #WoeldChamps <URL>,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
"@user @user Stand firm and resolute in your beliefs. If they want you to change your opinion,they must change the truth first. All you wrote is the truth,that most South Africans know. We support you!!!",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
"I'm so emotional. When Kolisi said ""We love you South Africa""_x1f62d_  #SiyaKolisi #RWCFinal <URL>",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
"@user Nfsas is being abused, we used to work as waiters and in retail stores to afford things so personally I feel like their apathy has put them here where we're they when we fight to get back local sector 

Basic laws of life every action has a reaction ziyakhala manje🤷🏾‍♀️",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
"@user EFF tell the people the truth. Tell them they won't own the land. Read your policy for them please. I have been seeing too many EFF zombies saying “people will own the land ""stop taking advantage of the people who can't read <URL>",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
"From as little as R155 a month, you can cover yourself, Spouse, Children and your Extended Family with a Two Mountains Platinum Funeral Plan. #day32oflockdown #PutSouthAfricansFirst <URL>",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
#PhoenixMassacre here to hero's @user <URL>,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
"#PutSouthAfricansFirst @user we are your first responsibility, you've been chosen by the people for the people of this country <URL>",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
Ernst Roets and Kallie Kriel (both blocked us on this platform) are now saying that Nelson Mandela would have been against the banning of the flag. This is the height of idiocy. <URL>,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
Aweeeeeeee _x1f483__x1f483__x1f483__x1f483__x1f483_shapa Bokke  shapa #SiyaKolisi the leader #OneNationOneBeer #RWCFinal #Springboks @user,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
"@user @user @user Case in point: KFC in Soweto!!!

So, Sowetans protested &amp; forced KFC to close down after KFC hired a Zimbabwean to manage the restaurant. The manager fired all South Africans for various misconduct allegations. The manager then replaced all of them with undocumented Zimbabweans.",0,0,0,0,1,0,0,0,0,,,,,,,0,1,0
"@user Oh woow! #PutSouthAfricaFirst is npt funded by old money sourced from criminality, thank you",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
@user @user @user @user Ready for what exactly?,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
@user please mr relocate to Zim and solve their problems there #PutSouthAfricansFirst #Bushiri <URL>,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
"Don't forget yo pray for people who are victims of any kind of abuse out there. Some people are suffering in silence. 
Remember to put South Africa first.
Goodnight Mzansi 🇿🇦❤
#PutSouthAfricansFirst <URL>",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
@user @user Consider anger management coz you’re a cyber bully #PutSouthAfricansFirst <URL>,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
Makro is wrong to not make their store looting friendly😤😤 <URL>,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
@user I didnt know you were writing this. This is awesome!!! Maybe a CM Punk and Nyla Rose comic in the future?,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
That's a fact #PutSouthAfricansFirst #SouthAfrica #blacktwitterSA #southafrica4southafricans #InfluxOfImmigrantsMustStop #SAHomeAffairsCorruption <URL>,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
@user The what and the what now? <URL>,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
"@user No not colonised minds.
Reason is terrorism in Kashmir.
The atmosphere really changed after the suicide bombing of 50 Indian soldiers few years ago.
These Indian tweeps sees Palestine through prism of Islamic terrorism of Hamas.
In other words propaganda that must be countered.",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
@user #OperationDudula Diepkloof community standing against drug lords is applauded. Reminds me of how as students we stood against Steve Mkharas and Amakabasa in the 80s. It was good to see Cmd Lanks(where is Cmd Bhongo?) and other old comrades. Phambili ngechimurenga.,0,0,0,0,0,0,0,1,0,,,,,,,0,1,0
"EFF is the only party that represents  black people in the whole country, i support everything that is organised by eff. #EFFInBrackenfell #EFFMustRise <URL>",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
"@user EFF is there to cause trouble, all they know what to do. EFF tried to go to where the farmers were allocated and destroyed government property.
#Senekal #FarmMurders

<URL>",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
@user @user Pls take her to the Nearest police station of myb #putsouthafricafirst should visit her home... Actually visiting her home can be good for SA,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
@user @user @user @user These Zimbos &amp; Nigerians must just Voetsek with the @user &amp; @user,0,0,0,0,1,1,0,1,1,,,,,,,0,1,1
Awenziwanga Captain ngamaGxagxa kuba nyanisweni bekholwa ukuba ukufanele oko #SiyaKolisi,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
Ou wonde weer oop in konflik tussen Israel en Palestyne <URL>,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
"@user @user @user @user The EFF aren't the ones who held a school event &amp;&amp; Only Invited White Kids!!
#brackenfellhigh
#Brackenfell",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0
