text,is_hate_1,is_toxic_1,is_offensive_1,is_hate_2,is_toxic_2,is_offensive_2,is_hate_3,is_toxic_3,is_offensive_3,is_hate_4,is_toxic_4,is_offensive_4,is_hate_5,is_toxic_5,is_offensive_5,is_hate_6,is_toxic_6,is_offensive_6
"Thula sizwe
Esimnyama
Sikhalale izwe lethu
Elathathwa amabhunu
Mabawuyeke umhlaba wethu!
#Sharpvillemassacre
#June16
#boipatongmassacre
#marikanamassacre
#PhoenixMassacre <URL>",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
@user @user Yet foreigners are employed with fake documents #PutSouthAfricansFirst #WeWantOurCountryBack,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"I find this pointless, Nigerians are killing our youth with their drugs and no much against their actions #EFFinPhoenix",0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1
"Siyazingca ngawe marn Gqwashu, you showed the Xhosa leadership, siyazingca Lawu. ✊ #SAvENG #siyakolisi  #Springboks #SSRugby <URL>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user @user @user This must come to an end. All foreigners in our country must leave. Legal or illegal, they will come back only if they have a scarce skills which we don't have on the country. Right now any job belongs to our people. Choose SAns FIRST",0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
@user @user As long as South Africans compete with foreigners who will work for next to nothing then illegal immigration will forever be an issue. Wena shut up and let us tell our story and see if your party will have any progress when you don't listen to the actual people telling their stor,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
"@user @user A whole Ugandan Mampara, <URL> led by COWARDS PERIOD, bloody cowards, bloody cowards and SELLOUTS #PutSouthAfricansFirst <URL>",0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
"@user No this is a foreigner we told you about, that they are capable of committing any crime in our country &amp; disappear without a trace and u called us xenophobic.
#PutSouthAfricansFirst has been saying this and yall wanted to believe by seeing, there you have it",0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1
"These ones(Zimbos) are running an illegal imigration agency (New Dawn Migration) selling fake permits &amp; documentation in Centurion, the lady's name is Carol &amp; the guy is Tshifamba ""Mr Billionaire"" #PutSouthAficansFirst #PutSouthAfricansFirst #OperationDudula #OnsBaizaNie <URL>",0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
"Angisho lutho #SAPS retreated when foreigners stoned them in #Gauteng watched on as whites burned state property in Senekal but killed #FeesMustFall protester,   #SANDF murdered sum1 4 having a beer in his yard &amp; then theres #marikana. #GautengShutdown #FamilyMeeting #FreeZumaNow",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
@user @user @user @user @user Oh please they would have done the same in Senekal they just weren't prepared as normally farmers protest unlike EFF and other communities who always burn and damage things,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
@user Bullshit force... after hours your members are part of the South Africans. They must abuse South Africans at their own risk cause after hours the citizens of this Nation must start talking to them. We cannot be bullied and foreigners live peaceful. Blood is coming even to you ppl,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"@user Go tell that to your country women, Malawians and Zimbabwean. #InfluxOfImmigrantsMustStop 
#InfluxOfImmigrantsMustStop 
#InfluxOfImmigrantsMustStop 
#InfluxOfImmigrantsMustStop 
#PutSouthAfricansFirst",0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1
"I would not want to be an #VoetsekANCSupporters this week! 

We are going to see the #ANC protecting their criminal enterprises and friends, illicit  &amp; human trafficking comrades get kicked out of the country, you do not want to be associated with them!

#PutSouthAfricansFirst <URL>",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
@user @user My cousin is mathematics and accounting teacher. He is unemployed. Such excuse and hogwash make me sick. I am not convinced that foreigners must be given jobs here. Limpopo and NW did well by terminating Zims and Nigerians teachers. Go home,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0
